,Yelp_ID,Business_Name,Business_type,City,country,Address,Zipcode,Latitude,Longitude,url
54,WJ-5wUATInG84my_exd4aQ,Gananoque Museum,Museums,Gananoque,CA,10 King Street E,K7G 1E6,44.3266319,-76.1647145,https://www.yelp.com/biz/gananoque-museum-gananoque?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
55,3QxZb-zfidkNEG75XXHUOg,Gibson House Museum,Museums,North York,CA,5172 Yonge St,M2N 5P6,43.7697,-79.41467,https://www.yelp.com/biz/gibson-house-museum-north-york?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
56,7lsNcNc3f1AaNVG3ZGhFJg,Glanmore National Historic Site,Museums,Belleville,CA,257 Bridge Street E,K8N 1P4,44.16725,-77.36779,https://www.yelp.com/biz/glanmore-national-historic-site-belleville?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
57,kF5mO8RSISAmqI0mkuvfyA,Goulbourn Museum,Museums,Stittsville,CA,2064 Huntley Road,K2S 1B8,45.23404,-75.90554,https://www.yelp.com/biz/goulbourn-museum-stittsville?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
58,Fx9_rsxH2bq2p-qe-bDnVw,Great War Flying Museum,Museums,Cheltenham,CA,13691 McLaughlin Road,L7C 2B2,43.75852311,-79.87887955,https://www.yelp.com/biz/great-war-flying-museum-cheltenham?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
59,2l2AYX4lwM3-0FlCUgPHaw,Grey Roots Museum & Archive,Museums,Owen Sound,CA,102599 Grey Road 18,N4K 5N6,44.55673,-80.92547,https://www.yelp.com/biz/grey-roots-museum-and-archive-owen-sound?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
60,0uYEMD1g_5e9HY3XS_emfg,Guinness Book of World Records Museum,Museums,Niagara Falls,CA,4943 Clifton Hill,L2G 3N5,43.09153,-79.07344,https://www.yelp.com/biz/guinness-book-of-world-records-museum-niagara-falls?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
61,9YqPCmWSrrZulUNG_JPdwQ,Halton County Radial Railway,Museums,Milton,CA,13629 Guelph Line,L0P 1B0,43.579513,-80.1130239,https://www.yelp.com/biz/halton-county-radial-railway-milton?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
62,whso0yBAN6Jy3nit3rQFUw,Hamilton Children's Museum,Children's Museums,Hamilton,CA,1072 Main Street E,L8M 1N6,43.2438511,-79.8256512,https://www.yelp.com/biz/hamilton-childrens-museum-hamilton?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
63,2JieLs02McAWSFnqVtnDhA,Heritage Toronto,Tours,Toronto,CA,157 King Street E,M5C 1G9,43.65019,-79.37212,https://www.yelp.com/biz/heritage-toronto-toronto?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
64,t-TLX-XEl9IiR5ohnUaQMA,HideSeek,Art Museums,Toronto,CA,1305 Dundas Street W,M6J 1X8,43.64927,-79.42581,https://www.yelp.com/biz/hideseek-toronto?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
65,b4n5bAxACphznoQGQPNyQw,Historic Zion Schoolhouse,Museums,Toronto,CA,1091 Finch Avenue E,M2J,43.7901676,-79.3660131,https://www.yelp.com/biz/historic-zion-schoolhouse-toronto?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
66,IRF1hPi3GuxJ-EpoEpzI7Q,Hockey Hall of Fame,Museums,Toronto,CA,Brookfield Place,M5E 1X8,43.64695062,-79.37723721,https://www.yelp.com/biz/hockey-hall-of-fame-toronto?adjust_creative=F8OOUfRx1ujSudXJ-CRTfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=F8OOUfRx1ujSudXJ-CRTfA
